@relation TestInstances
@attribute keyword0 numeric
@attribute keyword1 numeric
@attribute keyword2 numeric
@attribute keyword3 numeric
@attribute keyword4 numeric
@attribute keyword5 numeric
@attribute keyword6 numeric
@attribute keyword7 numeric
@attribute keyword8 numeric
@attribute keyword9 numeric
@attribute keyword10 numeric
@attribute keyword11 numeric
@attribute keyword12 numeric
@attribute keyword13 numeric
@attribute keyword14 numeric
@attribute keyword15 numeric
@attribute keyword16 numeric
@attribute keyword17 numeric
@attribute keyword18 numeric
@attribute keyword19 numeric
@attribute keyword20 numeric
@attribute keyword21 numeric
@attribute keyword22 numeric
@attribute keyword23 numeric
@attribute keyword24 numeric
@attribute keyword25 numeric
@attribute keyword26 numeric
@attribute keyword27 numeric
@attribute keyword28 numeric
@attribute keyword29 numeric
@attribute keyword30 numeric
@attribute keyword31 numeric
@attribute keyword32 numeric
@attribute keyword33 numeric
@attribute keyword34 numeric
@attribute keyword35 numeric
@attribute keyword36 numeric
@attribute keyword37 numeric
@attribute keyword38 numeric
@attribute keyword39 numeric
@attribute keyword40 numeric
@attribute keyword41 numeric
@attribute keyword42 numeric
@attribute keyword43 numeric
@attribute keyword44 numeric
@attribute keyword45 numeric
@attribute keyword46 numeric
@attribute keyword47 numeric
@attribute keyword48 numeric
@attribute keyword49 numeric
@attribute keyword50 numeric
@attribute keyword51 numeric
@attribute keyword52 numeric
@attribute keyword53 numeric
@attribute author {0, 1, 2}
@data
64,16,2,2,6,20,12,5,7,3,4,0,0,8,0,34,16,0,0,0,0,0,0,1,1,7,11,7,0,0,1,2,0,1,4,3,20,7,1,4,0,4,14,10,1,0,0,0,4,2,17,10,0,10,?
69,13,0,5,0,16,7,12,4,0,3,1,0,10,2,52,15,0,0,0,0,1,0,0,0,8,16,15,0,1,2,2,0,0,3,5,22,1,1,2,1,4,17,7,1,1,0,0,9,3,19,11,3,16,?
69,18,0,6,1,32,5,9,5,0,7,0,0,3,0,45,12,0,0,0,0,2,0,0,4,4,18,6,1,5,5,0,0,0,3,1,14,3,4,1,2,9,18,2,0,0,1,0,11,1,23,11,2,14,?
47,17,5,2,6,26,14,12,6,0,7,2,0,4,0,40,5,0,0,0,0,0,0,0,2,1,10,9,3,3,3,1,0,1,1,0,26,2,0,4,2,7,18,0,2,0,2,0,8,2,10,4,4,4,?
67,16,2,7,2,33,17,6,6,0,5,3,0,8,3,37,6,0,0,0,0,0,0,1,1,5,10,7,0,1,1,0,0,1,2,0,15,3,3,0,2,9,12,5,1,0,1,0,2,3,30,11,2,8,?
56,10,0,1,7,34,10,16,1,1,2,1,0,4,0,61,10,0,0,0,0,0,0,4,2,0,14,16,2,5,3,0,0,1,2,0,21,6,1,0,0,7,13,3,1,0,0,0,2,0,7,2,5,2,?
47,8,0,3,11,17,9,8,2,0,0,1,0,12,0,45,10,0,0,0,0,0,0,0,1,4,10,6,0,4,1,2,0,1,1,0,10,4,2,3,1,7,19,4,3,1,1,3,12,7,15,10,1,11,?
74,14,0,5,8,17,12,6,5,1,11,3,0,13,2,55,13,0,0,0,0,0,1,0,2,6,16,8,0,0,0,0,0,0,0,3,16,3,4,3,1,5,25,8,1,0,2,0,2,1,22,16,1,14,?
76,15,3,10,2,32,5,24,0,0,7,2,0,15,2,68,14,0,0,0,0,3,4,0,2,2,16,13,0,2,4,1,0,1,0,2,13,11,4,4,2,6,21,10,7,0,2,2,10,1,40,10,1,10,?
60,12,2,0,7,29,2,17,0,0,6,1,0,16,3,50,10,0,0,0,0,1,1,0,0,8,11,15,1,5,3,2,0,0,0,2,16,4,2,5,1,11,21,3,4,1,0,0,4,2,32,19,2,10,?
97,18,0,9,3,34,7,18,2,1,11,8,0,8,0,81,16,0,0,0,0,3,0,0,1,10,5,15,1,2,6,4,0,0,3,1,25,3,1,4,1,21,27,12,2,2,0,0,2,0,18,11,1,14,?
81,19,0,8,7,33,6,12,1,0,7,3,0,7,2,60,22,0,0,0,0,0,1,0,1,2,15,11,0,2,3,0,0,1,1,6,19,5,6,4,1,11,22,4,2,0,1,1,4,1,18,8,5,20,?
79,20,0,3,13,18,6,23,5,0,12,0,0,16,1,60,20,0,0,0,0,1,10,0,2,4,20,14,3,6,3,3,0,0,1,1,20,9,6,5,0,9,21,3,2,1,11,1,8,4,47,33,1,19,?
60,19,1,5,13,17,6,25,4,1,3,2,0,35,4,43,10,0,0,0,0,4,4,0,4,4,17,12,0,12,1,0,0,0,1,2,14,5,3,2,0,12,13,1,5,4,20,0,12,1,33,22,3,13,?
93,18,2,2,14,28,8,32,3,0,8,1,0,8,0,63,12,0,0,0,0,2,0,0,2,6,22,5,1,13,7,1,0,0,1,1,22,4,7,3,1,17,11,0,4,1,2,1,5,1,26,21,2,6,?
54,22,0,1,13,32,13,33,4,0,3,2,0,22,6,65,8,0,0,0,0,6,6,0,0,4,22,22,1,5,1,0,0,0,7,0,11,10,7,5,0,20,15,3,2,1,1,0,7,1,37,26,6,18,?
107,17,3,3,8,35,8,11,5,0,12,5,0,5,1,51,14,0,0,0,0,1,0,0,2,4,15,5,0,1,7,0,0,4,1,0,19,1,3,2,3,6,33,13,1,0,0,0,12,1,12,7,9,6,?
62,11,0,3,7,28,4,12,7,1,5,3,0,17,2,47,20,0,0,0,0,0,0,0,2,3,7,17,1,2,1,0,0,1,0,1,18,7,8,1,2,11,23,8,1,0,0,0,3,2,38,27,5,13,?
45,6,0,3,5,14,0,5,4,0,3,3,0,15,0,33,18,0,0,0,0,0,0,0,1,2,16,12,0,0,4,0,0,0,0,0,16,4,1,4,0,16,14,11,7,1,1,0,16,2,32,31,2,15,?
60,13,2,3,3,16,10,9,2,0,5,2,0,22,2,41,16,0,0,0,0,1,0,0,2,10,9,19,16,0,1,0,0,0,0,2,16,7,8,4,2,7,20,7,3,2,2,5,7,0,40,25,4,20,?
57,7,2,2,7,22,4,25,3,0,9,1,0,20,0,71,25,0,0,0,0,4,0,1,0,4,19,19,1,3,3,2,0,1,4,0,27,10,3,2,0,20,27,4,6,2,0,2,8,2,41,39,18,20,?
82,10,0,6,4,24,7,9,7,0,4,2,0,6,1,55,18,0,0,0,0,4,0,0,1,2,12,18,0,4,1,1,0,0,0,0,27,2,5,1,0,10,26,11,5,0,2,0,7,0,15,10,12,10,?
61,15,1,3,4,21,10,6,3,0,11,0,0,8,2,49,10,0,0,0,0,9,2,0,0,3,13,7,2,6,2,0,0,2,1,1,20,8,4,1,0,18,27,12,3,1,0,0,2,3,27,16,13,15,?
66,23,0,5,4,18,14,6,3,0,8,2,0,16,4,53,16,0,0,0,0,9,2,2,0,5,16,20,0,3,6,0,0,0,2,1,28,6,1,3,0,17,22,10,9,0,2,1,8,4,29,21,11,18,?
75,11,0,4,9,20,8,11,4,0,4,1,0,14,1,77,15,0,0,0,0,5,1,0,1,4,7,25,0,8,3,1,0,1,1,1,37,6,2,0,0,18,26,15,6,2,1,0,3,4,40,29,4,17,?
60,14,0,5,3,21,9,15,4,1,9,0,0,23,1,64,11,0,0,0,0,4,2,0,2,2,13,15,1,6,2,2,0,1,1,3,10,3,2,2,0,14,17,11,7,3,6,3,11,5,34,17,4,22,?
72,9,0,6,9,15,10,13,6,1,6,2,0,21,4,67,21,0,0,0,0,1,4,0,1,7,21,21,0,1,2,0,0,0,0,0,26,8,1,2,0,27,21,10,6,3,4,0,7,4,34,34,12,13,?
70,10,0,3,11,29,9,15,3,0,3,1,0,22,3,67,11,0,0,0,0,4,2,0,4,5,13,14,0,7,6,2,0,2,4,0,20,14,3,3,0,26,26,7,2,0,2,0,14,2,41,34,6,15,?
80,17,4,3,13,21,11,19,5,1,5,0,0,13,5,78,16,0,0,0,0,2,1,0,4,5,13,26,0,4,3,0,0,0,1,0,19,7,3,5,0,13,19,6,5,0,0,1,17,2,27,22,5,20,?
58,13,0,5,8,17,3,7,5,0,4,4,0,11,0,35,16,0,0,0,0,1,0,1,0,5,11,9,0,3,3,0,0,1,3,1,27,5,0,1,0,7,18,5,1,0,2,1,20,3,14,9,5,6,?
73,19,2,10,5,25,8,11,5,1,7,4,0,4,2,59,13,0,0,0,0,1,1,0,1,3,7,17,0,2,3,1,0,0,2,2,12,5,2,1,0,15,16,5,0,0,1,2,8,3,16,8,12,10,?
68,14,0,2,6,22,6,13,4,0,4,5,0,5,0,66,13,0,0,0,0,0,1,0,3,8,23,17,0,3,3,0,0,1,0,4,20,0,5,0,1,14,25,3,2,1,0,2,12,3,21,14,2,5,?
68,24,1,7,5,19,6,18,6,1,6,11,0,16,1,52,18,0,0,0,0,3,3,0,1,7,18,17,0,1,1,1,0,1,4,0,22,2,5,4,0,14,16,6,1,0,1,0,15,5,22,27,6,11,?
43,19,0,3,4,15,3,14,4,2,3,3,0,8,2,36,20,0,0,0,0,3,0,0,0,0,11,13,0,2,1,0,0,0,0,2,13,5,5,2,1,7,11,4,3,0,1,0,2,1,15,8,4,14,?
59,10,0,6,3,12,2,10,4,0,6,1,0,10,2,41,18,0,0,0,0,0,0,1,2,2,5,15,0,3,3,3,0,0,3,2,13,4,4,1,4,3,20,1,0,0,0,0,5,2,22,11,6,7,?
70,14,0,0,4,25,4,15,5,0,4,5,0,7,2,53,13,0,0,0,0,1,0,0,4,4,19,14,0,2,5,1,0,0,0,3,27,5,1,1,2,7,24,5,1,0,0,0,4,3,31,7,9,16,?
51,16,3,1,6,19,2,12,5,0,6,0,0,10,0,36,10,0,0,0,0,2,0,0,4,4,13,12,0,3,5,1,0,0,0,1,20,2,2,0,0,8,20,3,1,1,0,0,2,3,21,9,4,7,?
64,8,3,2,2,27,1,15,2,1,4,2,0,7,2,45,15,0,0,0,0,1,0,0,1,1,13,15,1,4,3,0,0,3,0,1,16,4,0,0,1,10,21,1,2,0,5,0,12,1,31,7,0,6,?
69,16,0,5,3,23,7,14,4,0,8,5,0,7,0,54,25,0,0,0,0,4,2,1,1,2,11,17,0,2,1,2,0,1,0,1,13,5,0,3,0,7,20,5,2,0,1,1,11,7,14,4,10,9,?
53,15,0,3,1,23,2,11,3,0,7,3,0,15,2,58,14,0,0,0,0,0,4,0,0,4,12,14,1,4,2,2,0,1,1,0,17,4,2,2,0,8,22,2,2,0,1,1,7,1,19,11,10,6,?
70,12,1,2,5,21,2,8,4,0,3,2,0,12,0,50,13,0,0,0,0,2,1,1,2,5,9,14,0,1,3,0,0,1,0,0,16,1,1,1,0,6,20,5,0,0,1,0,5,1,7,9,5,8,?
60,13,0,4,2,14,7,11,3,0,2,1,0,11,0,55,17,0,0,0,0,3,0,0,3,6,14,8,0,3,2,4,0,0,0,0,16,4,2,4,1,6,13,4,3,1,0,0,3,1,26,8,8,12,?
56,26,0,3,4,16,9,15,4,0,4,13,0,15,1,49,18,1,0,0,0,3,1,0,3,5,13,11,1,3,1,0,0,1,1,0,14,7,2,2,1,8,12,17,3,0,0,0,10,2,26,9,4,10,?
64,18,0,2,0,16,7,9,5,1,6,2,0,8,0,30,9,0,0,0,0,0,0,0,2,1,7,8,0,2,0,1,0,0,1,1,22,3,2,0,1,12,16,10,0,0,0,0,1,5,12,2,2,11,?
71,20,0,10,8,20,6,16,4,0,8,3,0,3,1,57,20,0,0,0,0,0,0,2,0,3,12,15,0,5,2,3,0,0,0,0,21,2,2,2,2,7,26,7,1,0,1,0,7,1,13,4,6,8,?
101,37,3,13,8,37,5,31,3,0,5,3,0,5,3,78,11,0,0,0,0,1,0,0,1,7,15,7,0,3,5,0,0,0,0,1,28,4,1,3,0,11,29,11,1,0,0,0,7,1,21,10,5,9,?
