@relation TrainInstances
@attribute keyword0 numeric
@attribute keyword1 numeric
@attribute keyword2 numeric
@attribute keyword3 numeric
@attribute keyword4 numeric
@attribute keyword5 numeric
@attribute keyword6 numeric
@attribute keyword7 numeric
@attribute keyword8 numeric
@attribute keyword9 numeric
@attribute keyword10 numeric
@attribute keyword11 numeric
@attribute keyword12 numeric
@attribute keyword13 numeric
@attribute keyword14 numeric
@attribute keyword15 numeric
@attribute keyword16 numeric
@attribute keyword17 numeric
@attribute keyword18 numeric
@attribute keyword19 numeric
@attribute keyword20 numeric
@attribute keyword21 numeric
@attribute keyword22 numeric
@attribute keyword23 numeric
@attribute keyword24 numeric
@attribute keyword25 numeric
@attribute keyword26 numeric
@attribute keyword27 numeric
@attribute keyword28 numeric
@attribute keyword29 numeric
@attribute keyword30 numeric
@attribute keyword31 numeric
@attribute keyword32 numeric
@attribute keyword33 numeric
@attribute keyword34 numeric
@attribute keyword35 numeric
@attribute keyword36 numeric
@attribute keyword37 numeric
@attribute keyword38 numeric
@attribute keyword39 numeric
@attribute keyword40 numeric
@attribute keyword41 numeric
@attribute keyword42 numeric
@attribute keyword43 numeric
@attribute keyword44 numeric
@attribute keyword45 numeric
@attribute keyword46 numeric
@attribute keyword47 numeric
@attribute keyword48 numeric
@attribute keyword49 numeric
@attribute keyword50 numeric
@attribute keyword51 numeric
@attribute keyword52 numeric
@attribute keyword53 numeric
@attribute author {0, 1, 2}
@data
3,1,0,0,1,0,1,0,7,0,1,0,22,162,20,37,0,0,0,1,1,7,123,2,0,2,47,22,0,2,6,7,0,0,1,19,2,45,23,1,4,26,66,13,20,22,25,24,54,45,35,18,53,43,1
6,1,0,0,0,0,1,0,5,3,0,2,9,135,26,32,1,0,0,0,0,11,146,0,1,3,77,23,0,6,3,0,0,1,1,8,4,33,9,3,8,48,46,13,22,17,35,36,67,34,21,23,47,35,1
0,0,2,1,0,0,1,2,4,2,1,1,20,227,26,51,0,1,4,1,0,16,154,1,2,1,45,26,0,1,4,4,2,0,2,14,0,35,33,0,14,36,53,17,25,22,24,45,58,91,30,31,73,63,1
3,2,0,1,0,1,0,0,7,3,0,1,22,191,15,33,0,0,0,2,0,16,141,1,0,0,60,20,0,1,9,5,2,0,3,10,2,43,18,5,24,29,63,11,19,27,10,47,70,46,31,19,51,56,1
2,0,0,2,0,0,1,0,2,3,0,0,23,273,35,50,0,0,1,0,1,11,199,0,0,0,71,23,0,9,5,1,6,0,5,10,4,52,23,3,22,44,70,26,18,34,11,37,52,50,31,40,53,60,1
12,0,0,2,3,1,3,0,7,6,1,1,9,167,22,26,0,0,1,0,0,7,140,1,0,0,57,22,0,8,8,0,3,0,2,7,3,38,9,6,6,48,44,14,12,23,20,20,53,63,12,18,35,41,1
32,9,0,1,2,9,3,4,7,0,4,0,0,10,0,9,7,0,0,0,0,2,0,1,0,4,2,8,0,1,2,0,0,0,1,4,4,4,3,2,2,5,11,0,3,1,0,0,17,4,8,6,2,3,2
46,16,0,3,1,14,6,19,4,1,5,1,0,4,0,19,8,0,0,0,0,0,1,4,0,3,8,10,0,1,0,0,0,0,3,1,7,5,2,1,0,8,19,2,3,1,0,0,12,5,10,9,1,3,2
49,7,0,5,2,6,0,11,2,0,3,0,0,5,0,18,10,0,0,0,0,0,0,7,1,5,10,10,0,1,5,0,0,0,0,1,9,3,2,3,2,5,18,3,0,0,0,0,5,0,10,11,1,4,2
42,8,0,4,0,8,8,8,2,0,2,0,0,7,1,17,11,0,0,0,0,1,0,0,0,5,12,8,0,0,0,0,0,0,1,1,5,8,1,1,0,2,12,2,1,0,0,0,15,1,11,17,1,3,2
30,9,1,1,1,11,1,12,3,0,0,2,0,22,3,14,7,0,0,0,0,1,1,1,1,7,7,5,0,1,1,0,0,0,0,0,8,6,4,0,1,4,12,6,0,3,0,0,9,4,23,10,1,4,2
27,9,0,1,0,17,0,4,0,0,1,0,0,9,0,10,13,0,0,0,0,0,0,0,0,3,4,2,1,1,4,0,0,0,2,1,8,4,4,0,0,5,11,1,3,0,1,2,8,0,10,11,1,2,2
24,9,0,7,2,15,3,6,4,0,1,0,0,7,2,13,5,0,0,0,0,1,0,2,0,5,4,9,2,2,1,0,0,0,1,0,14,7,1,0,1,6,10,1,0,0,4,0,5,2,13,11,0,3,2
27,9,6,2,2,12,3,6,2,0,6,0,0,5,0,8,3,0,0,0,0,2,1,1,0,1,6,13,0,1,0,0,0,0,2,1,0,7,0,0,1,8,11,1,1,0,0,4,17,1,6,6,1,3,2
40,19,1,9,0,9,1,11,3,1,3,0,0,9,0,19,14,0,0,0,0,1,1,0,1,6,8,10,1,1,1,0,0,0,1,0,7,7,2,3,3,8,22,0,0,0,1,1,12,2,15,15,2,3,2
34,9,0,5,1,10,3,4,2,0,4,0,0,11,0,5,9,0,0,0,0,4,1,1,0,3,9,7,0,1,1,0,0,0,0,1,5,5,4,1,0,8,9,1,3,1,1,0,4,5,9,12,0,0,2
42,9,1,3,0,17,1,6,3,0,7,0,0,7,0,17,13,0,0,0,0,1,2,2,0,13,5,7,0,3,6,1,0,1,2,0,9,8,0,1,0,7,20,1,0,0,0,0,14,7,22,16,0,3,2
29,5,0,7,1,10,2,7,4,0,3,1,0,10,4,6,9,0,0,0,0,0,0,2,2,2,9,8,0,5,2,0,0,0,1,0,8,6,4,0,0,8,11,3,0,0,2,1,13,1,21,15,1,2,2
47,11,0,3,1,14,1,11,1,0,1,0,0,13,1,20,27,0,0,0,0,2,1,1,0,9,10,11,0,3,5,0,0,1,2,2,6,8,3,2,0,11,12,2,2,0,0,10,23,4,17,12,1,2,2
52,6,0,4,1,14,2,12,2,1,5,0,0,17,1,25,21,0,0,0,0,3,0,0,2,8,12,11,1,1,3,0,0,0,1,1,6,7,3,2,0,12,22,5,5,0,0,17,25,6,16,13,2,4,2
66,7,0,7,0,16,2,14,7,1,5,2,0,29,2,22,34,0,0,0,0,6,9,2,0,8,6,13,0,2,1,0,0,0,2,1,5,10,1,3,0,6,18,3,3,0,0,12,30,1,26,17,2,4,2
65,13,4,7,1,21,7,2,2,3,4,0,0,19,2,19,18,0,0,0,0,1,1,0,0,12,11,11,0,1,2,1,0,0,0,4,7,14,3,1,2,10,26,6,1,0,1,19,31,6,18,10,1,6,2
38,8,0,3,1,8,1,8,3,1,1,0,0,6,0,9,12,0,0,0,0,1,0,0,0,1,5,8,0,2,4,0,0,0,2,0,8,2,2,3,0,9,13,10,0,0,1,0,1,1,8,3,1,2,2
29,15,0,3,1,8,4,2,3,1,5,0,0,4,0,13,12,0,0,0,0,0,1,0,0,7,3,7,0,0,5,0,0,0,1,0,4,5,1,1,0,3,23,1,1,1,0,2,10,5,3,7,1,2,2
53,14,1,6,4,7,4,9,4,3,3,1,0,19,2,18,19,0,0,0,0,3,2,0,0,7,8,18,0,1,2,0,0,0,1,1,10,8,4,1,6,10,20,6,0,2,1,4,10,1,19,14,0,5,2
58,4,0,7,0,9,5,5,6,0,4,1,0,5,1,12,15,0,0,0,0,0,0,0,2,0,3,8,0,2,0,0,0,0,1,2,8,3,1,1,0,4,13,4,1,0,1,2,13,1,9,2,3,3,2
46,5,0,5,5,11,0,9,2,0,8,0,0,13,0,17,12,0,0,0,0,1,1,2,0,1,4,8,0,0,1,0,0,0,2,1,5,5,4,0,0,16,13,2,1,0,1,1,13,6,15,12,1,3,2
55,17,1,5,4,9,0,4,1,0,12,0,0,13,2,19,9,0,0,0,0,1,1,0,0,3,7,7,2,2,2,1,0,1,0,1,7,3,1,0,0,10,13,0,0,0,0,6,17,7,7,12,1,1,2
61,17,1,5,0,14,6,16,2,0,6,2,0,6,4,16,10,1,0,0,0,0,1,0,1,4,14,10,1,2,2,1,0,0,2,1,9,4,2,0,0,3,26,1,1,0,0,6,24,1,17,10,3,5,2
17,8,0,6,0,4,0,0,0,0,4,0,0,10,1,7,8,0,0,0,0,1,0,0,0,4,2,6,0,0,3,0,0,0,1,0,8,1,0,1,0,6,7,0,0,0,0,0,4,1,12,4,0,6,2
53,18,0,0,3,13,7,7,1,1,4,0,0,2,0,26,12,0,0,0,0,0,2,1,0,6,5,9,0,3,2,0,0,0,0,0,11,7,0,3,0,11,23,1,1,0,3,0,19,1,9,11,0,7,2
30,9,0,1,0,7,3,10,2,2,5,0,0,9,1,13,10,0,0,0,0,0,3,1,0,5,4,16,0,2,1,1,0,0,0,0,3,3,1,2,0,9,20,1,2,0,0,1,14,2,11,16,0,4,2
29,5,0,6,0,13,5,6,5,0,2,1,0,14,0,15,10,0,0,0,0,0,1,0,0,11,9,9,0,0,2,0,0,0,1,0,3,8,3,0,0,2,15,2,1,0,1,4,19,9,14,20,0,1,2
40,11,0,10,2,9,4,1,6,1,7,0,0,33,1,13,10,1,0,0,0,1,5,0,3,13,6,16,0,2,2,1,0,0,4,0,10,13,2,1,1,13,20,1,3,1,1,17,33,13,33,27,1,13,2
57,20,0,4,3,26,5,11,4,1,2,1,0,3,1,15,21,0,0,0,0,0,0,1,0,10,7,7,0,0,1,0,0,0,1,2,6,5,2,0,7,12,12,1,0,0,1,1,10,1,8,4,2,3,2
44,12,0,4,4,16,2,10,5,0,0,0,0,9,1,15,8,0,0,0,0,1,0,0,0,12,9,7,0,0,2,0,0,0,2,0,14,4,1,1,1,8,16,1,1,1,1,1,12,2,9,9,1,5,2
45,4,0,5,2,14,0,13,1,2,2,4,0,2,0,14,11,0,0,0,0,0,0,0,2,7,3,5,0,2,2,0,0,0,0,0,3,6,1,2,1,12,15,1,0,0,0,0,5,0,12,7,0,2,2
51,21,0,3,0,11,3,5,4,1,0,18,0,4,1,21,13,0,0,0,0,0,0,0,2,4,2,12,0,2,2,0,0,0,0,1,16,7,4,2,0,10,20,1,0,1,0,0,18,0,18,8,5,1,2
65,12,0,0,0,13,1,10,6,0,3,1,0,3,1,21,19,0,0,0,0,0,0,0,0,7,8,5,1,0,0,0,0,0,0,0,10,1,2,1,0,7,26,0,0,0,0,0,12,0,5,5,4,3,2
40,7,0,3,0,8,3,7,3,0,2,0,0,2,1,20,10,0,0,0,0,5,6,0,0,8,8,10,6,1,2,0,0,0,2,3,14,4,6,4,1,3,16,1,0,0,1,0,2,2,4,11,2,1,2
11,2,0,2,1,2,2,2,3,0,0,1,0,5,0,5,6,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,1,1,0,0,0,0,1,0,3,10,0,0,0,0,1,3,0,3,6,0,3,2
54,15,0,7,2,8,3,1,12,0,3,0,0,6,0,17,17,0,0,0,0,0,0,0,0,7,2,12,0,3,5,4,0,0,5,1,3,5,1,1,1,5,20,1,1,0,0,0,5,0,5,10,0,4,2
42,17,6,4,3,13,2,5,4,0,5,1,0,6,0,15,12,0,0,0,0,0,0,0,0,4,5,7,0,5,1,2,0,0,2,0,3,1,0,4,0,10,23,0,0,1,2,1,4,3,5,14,1,1,2
37,8,0,3,2,11,7,6,0,0,1,0,0,4,1,16,12,0,0,0,0,1,0,1,0,7,4,9,1,0,0,0,0,0,1,1,8,2,1,5,0,12,13,1,0,2,0,1,15,3,6,8,0,0,2
46,7,0,0,0,16,8,5,3,0,5,0,0,5,1,17,15,0,0,0,0,3,1,0,0,8,4,13,0,1,1,2,0,0,1,1,14,10,2,5,0,12,18,4,1,0,0,1,11,7,11,11,1,4,2
48,5,0,2,2,18,1,9,1,0,1,1,0,6,1,16,11,0,0,0,0,1,0,0,0,5,8,13,0,3,6,1,0,0,0,0,11,10,4,3,0,13,14,1,0,1,0,2,14,5,8,11,1,1,2
42,2,0,3,0,14,5,7,4,1,4,0,0,20,5,12,15,0,0,0,0,2,4,0,0,7,8,21,0,1,4,0,0,0,1,0,9,12,2,2,0,10,24,1,1,2,2,6,23,11,13,22,0,4,2
35,3,0,2,0,5,5,0,1,0,4,1,0,4,1,6,9,0,0,0,0,1,0,0,1,6,6,8,0,1,0,0,0,0,3,1,5,5,1,3,1,9,12,1,0,1,1,0,14,1,18,7,2,4,2
79,9,2,7,0,13,3,9,0,0,7,1,0,6,1,19,17,0,0,0,0,0,3,0,1,2,8,9,1,2,2,2,0,0,2,1,5,6,2,4,0,17,39,1,2,2,0,0,17,4,8,3,2,5,2
55,14,0,6,1,12,7,8,3,0,4,0,0,4,1,9,9,0,0,0,0,0,0,0,1,1,3,2,0,1,2,0,0,0,1,0,6,7,1,1,2,10,22,4,2,0,0,2,13,4,7,8,0,4,2
40,4,0,8,1,5,5,6,4,1,6,0,0,11,3,15,13,1,0,0,0,0,1,0,0,7,8,6,0,4,4,0,0,1,4,0,7,13,1,6,0,11,20,6,3,0,0,2,23,8,11,17,3,9,2
48,4,0,9,0,14,1,7,1,0,2,0,0,15,1,15,8,0,0,0,0,4,1,0,1,4,9,6,0,1,3,0,0,0,2,1,11,9,2,4,0,7,20,4,6,7,0,3,23,16,14,6,0,4,2
30,6,2,3,0,4,2,4,5,0,3,0,0,7,1,16,6,0,0,0,0,3,0,0,0,5,7,6,0,2,2,0,0,1,1,0,7,10,2,5,0,8,13,0,1,2,2,15,13,2,15,8,1,5,2
20,0,0,4,0,7,1,16,1,0,1,0,0,3,0,6,4,0,0,0,0,0,0,0,0,2,6,4,1,0,2,0,0,0,1,0,3,6,0,2,0,5,13,0,0,0,0,2,7,0,1,7,0,4,2
29,3,0,4,1,7,5,4,0,0,0,0,0,21,3,9,9,0,0,0,0,2,1,0,0,2,7,20,0,2,4,0,0,0,1,0,7,9,5,0,0,5,13,1,0,4,0,6,8,8,24,21,2,3,2
18,1,0,0,2,7,1,14,2,0,3,0,0,12,7,14,3,0,0,0,0,2,3,0,0,1,17,11,0,1,0,0,0,1,1,0,4,7,4,3,0,7,10,3,0,3,1,0,4,3,10,5,1,3,2
24,5,0,4,1,4,3,6,0,0,4,0,0,15,3,10,3,0,0,0,0,0,2,1,0,4,1,16,0,3,1,0,0,0,0,2,9,7,2,2,0,6,6,1,3,0,0,0,5,5,20,8,2,6,2
33,10,0,5,1,7,1,2,0,1,0,1,0,18,2,8,15,0,0,0,0,2,3,0,0,5,4,8,0,0,3,0,0,2,1,0,4,8,3,2,0,4,19,1,8,1,2,3,21,9,16,12,1,8,2
38,6,0,1,0,9,0,7,1,0,5,0,0,9,0,14,9,0,0,0,0,2,0,0,0,2,12,6,0,1,1,1,0,0,0,0,2,8,5,1,0,8,10,0,2,3,0,3,12,5,18,13,3,3,2
29,1,0,6,1,8,3,6,1,0,3,0,0,25,0,19,11,0,0,0,0,2,6,0,0,2,12,12,0,2,1,0,0,0,6,2,3,10,2,1,0,4,22,3,7,2,1,9,37,11,10,6,0,9,2
32,3,0,3,1,8,0,6,0,0,3,1,0,16,1,8,5,0,0,0,0,2,3,0,0,1,7,12,0,3,2,0,0,0,0,5,8,5,0,0,0,14,10,2,4,1,0,13,27,6,8,13,4,6,2
34,3,1,2,2,9,3,9,2,0,4,0,0,12,2,16,13,0,0,0,0,4,5,1,0,1,11,13,1,2,1,0,0,0,0,2,3,12,1,5,0,9,20,7,2,1,0,4,19,6,11,9,2,5,2
51,9,0,5,1,12,1,8,2,0,1,0,0,10,0,17,19,0,0,0,0,0,0,1,0,7,4,13,0,0,2,1,0,0,1,1,11,6,3,1,1,12,21,0,0,0,0,3,18,3,10,6,3,5,2
39,3,0,5,2,17,3,16,1,1,0,0,0,21,0,8,10,0,0,0,0,5,1,0,0,6,7,15,0,0,3,0,0,0,0,0,12,9,3,1,0,6,15,3,2,0,0,3,9,1,19,7,0,4,2
44,8,0,6,2,14,5,14,1,0,3,0,0,15,1,12,11,0,0,0,0,3,0,0,2,1,6,12,0,0,2,0,0,0,2,0,6,6,6,3,0,9,11,1,2,1,0,0,9,0,14,9,2,5,2
84,12,0,9,2,18,3,10,0,0,6,0,0,7,1,26,17,0,0,0,0,0,1,0,0,3,15,6,0,4,2,0,0,0,0,2,12,10,2,3,0,6,26,1,2,0,0,0,9,4,11,2,3,6,2
39,2,2,3,6,5,1,8,2,0,1,1,0,16,1,19,7,0,0,0,0,3,0,0,1,3,3,14,0,1,3,1,0,0,0,1,3,10,4,0,0,12,21,0,3,2,1,4,7,2,9,22,2,5,2
33,6,0,1,0,10,4,3,0,1,1,0,0,24,2,10,8,0,0,0,0,4,4,0,2,9,9,8,1,0,6,0,0,0,2,0,11,11,5,2,2,7,11,3,3,0,1,2,8,2,10,19,4,5,2
33,7,1,3,1,6,2,3,1,0,2,0,0,20,2,14,13,0,0,0,0,6,6,0,0,4,6,21,0,1,7,0,0,0,1,1,6,7,0,1,1,15,13,4,2,6,2,8,11,1,19,16,3,7,2
51,7,0,5,2,4,4,6,1,0,0,0,0,19,3,16,7,0,0,0,0,4,1,0,0,5,9,17,0,0,3,0,0,0,0,1,5,7,3,0,0,12,18,5,0,1,0,1,10,0,14,10,1,6,2
59,10,2,5,1,9,3,10,4,0,4,0,0,9,1,19,10,0,0,0,0,1,1,0,1,6,9,13,1,2,0,0,0,0,0,0,9,14,1,2,0,12,17,0,8,1,0,6,14,1,19,8,3,11,2
46,7,1,4,2,11,6,7,1,0,3,1,0,11,0,27,13,0,0,0,0,1,0,0,2,7,8,9,0,1,0,0,0,1,1,2,11,12,2,3,1,8,9,0,2,0,0,1,15,1,16,13,3,5,2
21,6,0,2,1,9,4,8,0,0,3,0,0,16,2,15,3,0,0,0,0,1,1,0,0,7,12,8,0,1,3,0,0,0,0,0,13,11,2,1,0,9,12,1,1,1,0,1,8,1,14,9,1,5,2
38,7,0,0,0,7,3,8,1,0,2,1,0,9,1,4,12,0,0,0,0,4,1,1,1,5,2,19,0,1,2,0,0,0,0,0,2,6,1,1,1,8,6,5,2,0,0,4,2,0,11,7,0,2,2
36,17,0,4,0,17,5,12,2,1,6,1,0,5,1,8,8,0,0,0,0,1,0,0,2,8,8,7,0,1,5,0,0,0,0,1,8,7,0,3,1,8,17,2,1,0,0,1,3,1,3,4,1,2,2
32,8,0,5,0,11,2,6,0,0,1,1,0,20,2,11,9,0,0,0,0,1,1,0,0,2,11,11,0,2,4,0,0,0,0,1,17,6,4,1,0,23,14,1,7,3,1,4,10,4,27,19,1,2,2
35,12,0,1,1,13,3,4,1,0,2,5,0,22,2,17,24,0,0,0,0,3,3,0,0,7,17,12,0,0,3,0,0,0,0,1,10,4,2,1,0,11,24,3,3,0,1,6,12,4,16,21,1,5,2
41,6,2,5,3,9,0,5,3,0,4,0,0,5,1,8,11,0,0,0,0,0,1,0,0,4,1,6,0,0,0,0,0,0,0,3,7,6,3,1,1,9,17,1,2,0,0,1,6,0,21,11,1,3,2
44,10,6,4,2,7,9,6,2,0,2,0,0,8,0,14,8,0,0,0,0,1,0,0,0,4,7,4,1,3,2,0,0,0,0,2,15,8,2,0,0,9,14,0,2,0,1,1,2,1,15,6,1,1,2
31,7,1,7,1,31,7,9,0,0,4,0,0,9,2,18,9,0,0,0,0,2,0,0,1,1,3,12,0,1,2,0,0,0,3,1,1,1,1,1,3,4,16,1,0,1,1,0,8,3,17,14,0,2,2
44,9,2,1,0,11,10,4,7,3,2,0,0,8,0,9,14,0,0,0,0,0,0,1,1,6,5,4,0,0,1,1,0,0,2,0,9,4,1,4,0,4,13,1,0,0,0,0,3,0,6,5,0,6,2
45,6,0,5,0,4,5,11,1,0,0,0,0,10,1,8,12,0,0,0,0,0,0,0,0,7,7,14,0,1,2,0,0,0,2,3,6,0,1,2,1,4,15,2,0,1,0,0,7,2,10,7,2,5,2
39,13,0,4,1,12,4,7,2,0,6,0,0,3,0,15,9,0,0,0,0,1,0,0,1,0,10,4,1,2,3,0,0,0,0,0,8,2,2,1,1,9,17,0,0,0,0,0,11,1,8,9,0,4,2
33,11,5,1,2,7,9,9,3,0,7,1,0,4,0,9,5,0,0,0,0,0,0,0,1,1,8,9,1,1,2,1,0,0,0,0,9,2,0,3,1,7,17,0,2,0,1,0,7,2,4,2,0,0,2
45,11,2,7,2,11,12,1,2,0,3,0,0,8,3,11,5,0,0,0,0,0,0,1,1,4,4,7,0,0,1,0,0,0,2,0,6,2,2,0,1,9,9,0,1,0,0,0,1,2,16,8,1,2,2
37,5,0,1,2,19,4,14,0,1,1,0,0,4,0,22,6,0,0,0,0,0,0,1,0,0,8,10,1,2,2,0,0,0,1,0,10,6,1,0,0,6,12,0,0,0,0,0,2,0,0,2,2,1,2
34,8,0,2,5,9,8,6,1,0,0,1,0,11,0,16,10,0,0,0,0,0,0,0,0,3,5,5,0,1,0,0,0,1,0,0,2,3,2,2,0,7,18,1,2,1,0,3,12,5,4,10,1,1,2
48,8,0,3,2,11,6,4,3,1,7,0,0,13,0,18,11,0,0,0,0,0,1,0,1,4,14,7,0,0,0,0,0,0,0,1,5,3,3,2,0,4,22,1,1,0,0,0,1,1,12,11,0,3,2
48,9,3,9,1,21,2,22,0,0,3,1,0,13,0,17,11,0,0,0,0,3,4,0,0,1,9,9,0,1,3,0,0,0,0,1,7,6,4,4,1,5,19,1,3,0,1,2,4,1,16,7,0,3,2
32,8,2,0,0,10,2,14,0,0,4,1,0,16,2,8,8,0,0,0,0,1,1,0,0,5,5,10,0,3,1,0,0,0,0,1,5,2,1,3,0,11,18,0,1,1,0,0,4,1,16,10,2,0,2
53,10,0,8,2,20,4,17,1,1,7,3,0,7,0,16,15,0,0,0,0,2,0,0,0,6,2,12,1,2,5,1,0,0,2,0,10,3,1,3,0,18,24,1,0,2,0,0,1,0,10,6,1,6,2
54,10,0,6,1,15,5,8,0,0,3,0,0,6,2,20,20,0,0,0,0,0,1,0,0,1,4,6,0,1,3,0,0,0,1,3,5,4,2,4,0,6,19,0,2,0,0,1,4,1,9,8,4,4,2
44,19,0,1,6,8,4,23,0,0,9,0,0,16,0,15,15,0,0,0,0,1,10,0,0,2,7,12,1,4,3,0,0,0,1,1,9,7,5,3,0,9,18,1,2,0,11,1,5,3,22,25,0,9,2
39,12,1,5,2,11,4,21,2,1,2,1,0,35,1,7,6,0,0,0,0,4,3,0,1,4,5,8,0,9,1,0,0,0,1,0,3,5,2,2,0,12,13,1,1,4,17,0,9,1,16,18,1,4,2
66,12,2,2,6,9,7,29,2,0,6,0,0,8,0,14,8,0,0,0,0,0,0,0,1,2,7,4,0,2,5,0,0,0,0,0,9,3,4,3,0,17,8,0,3,0,0,1,5,1,12,13,0,1,2
31,17,0,1,7,10,11,28,3,0,1,0,0,21,2,24,4,0,0,0,0,3,5,0,0,2,11,17,0,3,1,0,0,0,5,0,3,5,4,3,0,20,12,2,0,1,0,0,4,1,16,19,1,5,2
76,10,0,3,1,17,6,8,3,0,7,1,0,5,0,13,13,0,0,0,0,1,0,0,2,2,5,5,0,0,7,0,0,0,0,0,6,0,3,1,2,6,30,5,0,0,0,0,11,0,5,3,2,1,2
43,5,0,2,3,14,3,10,4,1,1,0,0,16,1,11,18,0,0,0,0,0,0,0,1,1,3,13,1,1,1,0,0,0,0,1,10,6,6,1,1,11,23,0,1,0,0,0,2,2,16,20,1,6,2
31,3,0,2,0,6,0,5,3,0,2,0,0,15,0,8,12,0,0,0,0,0,0,0,1,1,9,8,0,0,4,0,0,0,0,0,3,4,1,3,0,15,14,2,4,0,0,0,13,1,10,23,1,3,2
34,6,2,2,1,7,7,8,1,0,3,1,0,21,0,8,11,0,0,0,0,1,0,0,0,3,4,16,2,0,1,0,0,0,0,1,9,6,7,1,2,7,19,0,2,2,0,5,6,0,12,20,2,8,2
38,5,2,2,2,13,3,18,1,0,2,1,0,19,0,16,22,0,0,0,0,4,0,1,0,2,9,16,0,3,2,0,0,1,4,0,7,7,2,2,0,20,26,0,4,0,0,2,8,2,23,28,5,5,2
55,5,0,6,1,10,6,7,1,0,2,0,0,6,0,9,17,0,0,0,0,4,0,0,1,2,5,15,0,1,1,0,0,0,0,0,17,2,5,1,0,10,24,2,2,0,0,0,5,0,8,7,7,2,2
48,8,0,0,0,8,6,6,1,0,6,0,0,8,1,11,7,0,0,0,0,9,2,0,0,3,4,6,2,3,1,0,0,0,1,1,8,8,4,0,0,18,26,0,1,1,0,0,1,3,9,13,4,7,2
41,10,0,4,2,11,7,6,0,0,7,0,0,16,2,10,13,0,0,0,0,6,2,1,0,5,5,13,0,1,4,0,0,0,1,1,17,5,0,3,0,16,19,3,5,0,0,1,7,4,18,15,5,4,2
48,6,0,2,4,12,8,9,1,0,2,0,0,13,0,13,14,0,0,0,0,5,1,0,1,3,5,21,0,6,1,0,0,1,0,1,14,6,1,0,0,18,24,0,4,1,0,0,1,4,17,23,2,7,2
41,10,0,5,2,13,7,15,2,1,5,0,0,23,0,19,7,0,0,0,0,4,2,0,0,2,6,9,1,3,1,1,0,0,1,1,4,3,2,0,0,13,15,1,2,1,1,3,11,5,17,8,0,14,2
44,5,0,4,0,6,7,11,3,1,4,0,0,21,0,16,17,0,0,0,0,1,4,0,0,6,8,19,0,0,1,0,0,0,0,0,11,7,1,1,0,25,20,2,3,1,1,0,4,4,15,23,3,4,2
45,5,0,3,5,17,6,9,2,0,1,0,0,22,3,12,11,0,0,0,0,3,2,0,1,2,8,10,0,4,5,1,0,0,1,0,6,10,3,1,0,26,26,2,0,0,0,0,13,2,17,23,2,5,2
60,10,3,3,4,12,7,15,3,1,3,0,0,13,5,8,15,0,0,0,0,1,1,0,1,4,5,18,0,2,2,0,0,0,1,0,10,6,3,3,0,11,18,2,1,0,0,1,12,1,13,11,4,3,2
34,12,0,4,1,8,2,7,4,0,4,0,0,11,0,9,16,0,0,0,0,0,0,0,0,4,4,6,0,0,2,0,0,0,2,0,11,5,0,1,0,6,16,0,0,0,1,1,19,3,7,5,2,1,2
45,11,2,7,1,11,5,9,3,1,5,1,0,4,2,13,10,0,0,0,0,0,1,0,1,2,3,15,0,1,2,1,0,0,2,0,4,3,2,1,0,15,16,0,0,0,0,2,6,3,9,5,1,2,2
51,8,0,2,2,8,2,12,1,0,4,2,0,5,0,18,13,0,0,0,0,0,1,0,0,3,12,15,0,3,3,0,0,1,0,3,8,0,5,0,0,14,21,1,0,1,0,2,11,2,11,13,2,0,2
45,13,1,7,2,9,6,11,1,1,2,2,0,16,0,12,18,0,0,0,0,2,3,0,0,6,6,10,0,1,1,0,0,0,4,0,11,2,3,2,0,13,16,1,1,0,1,0,11,4,14,18,1,3,2
32,11,0,2,2,7,2,13,3,2,2,0,0,8,1,8,20,0,0,0,0,3,0,0,0,0,6,11,0,1,1,0,0,0,0,0,7,4,4,2,0,7,11,0,0,0,0,0,2,1,8,4,0,1,2
37,9,0,6,0,4,1,9,2,0,4,0,0,9,0,14,15,0,0,0,0,0,0,1,0,2,3,12,0,1,2,3,0,0,3,0,6,3,4,1,0,3,19,0,0,0,0,0,3,1,10,9,1,3,2
49,9,0,0,1,10,2,15,3,0,2,0,0,7,0,7,13,0,0,0,0,1,0,0,1,3,10,11,0,0,2,0,0,0,0,1,13,5,1,1,2,7,20,0,1,0,0,0,3,1,19,5,0,4,2
35,14,3,1,1,6,1,12,3,0,5,0,0,8,0,7,9,0,0,0,0,1,0,0,0,1,5,9,0,2,3,0,0,0,0,0,13,2,2,0,0,8,19,0,0,1,0,0,2,1,9,9,1,1,2
46,5,2,2,1,10,1,11,1,0,3,0,0,7,1,9,14,0,0,0,0,1,0,0,0,1,6,12,1,3,2,0,0,0,0,0,6,4,0,0,1,9,17,0,1,0,3,0,8,0,14,6,0,1,2
51,11,0,4,2,14,5,12,4,0,7,1,0,7,0,9,23,0,0,0,0,3,2,0,0,2,4,11,0,0,1,0,0,0,0,0,3,3,0,3,0,7,19,0,1,0,0,1,10,4,5,2,3,3,2
33,10,0,2,0,12,2,9,2,0,5,0,0,14,2,14,13,0,0,0,0,0,4,0,0,4,8,8,0,3,2,1,0,0,1,0,8,3,1,2,0,8,19,0,1,0,0,1,6,1,8,8,3,0,2
